filename,year,month_name,section,finbert_sentiment,supply_up,supply_down,demand_up,demand_down,price_up,price_down
MOMR_August_2019.pdf,2019,August,Balance of Supply and Demand,-0.94307387,0.00032,0.0,0.0,0.00032,0.0,0.0
MOMR_September_2019.pdf,2019,September,World Oil Demand,0.00053723686,0.03145,0.0,0.01887,0.0,0.0,0.0
MOMR_September_2019.pdf,2019,September,World Oil Supply,0.2696281,0.00346,0.002,0.00091,0.002,0.00018,9e-05
MOMR_September_2019.pdf,2019,September,Product Markets and Refining Operations,0.37738666,0.0,0.0028,0.0,0.0028,0.0,0.0028
MOMR_September_2019.pdf,2019,September,Balance of Supply and Demand,-0.7992047,0.00031,0.00031,0.0,0.00063,0.0,0.0
MOMR_October_2019.pdf,2019,October,World Oil Demand,0.00010924041,0.00617,0.0,0.00412,0.0,0.0,0.0
MOMR_October_2019.pdf,2019,October,World Oil Supply,0.097823426,0.00249,0.00338,0.00062,0.00356,0.00027,0.00018
MOMR_October_2019.pdf,2019,October,Product Markets and Refining Operations,-0.14486857,0.0,0.0,0.00286,0.00286,0.00286,0.00286
MOMR_October_2019.pdf,2019,October,Balance of Supply and Demand,-0.93533695,0.00031,0.00031,0.0,0.00063,0.0,0.0
MOMR_November_2019.pdf,2019,November,World Oil Demand,0.29036373,0.01084,0.0,0.00542,0.0,0.0,0.00271
MOMR_November_2019.pdf,2019,November,World Oil Supply,0.25402978,0.0022,0.00321,0.00037,0.0033,0.00027,0.0
MOMR_November_2019.pdf,2019,November,Product Markets and Refining Operations,0.2469806,0.0075,0.0,0.0025,0.0,0.0025,0.0
MOMR_November_2019.pdf,2019,November,Balance of Supply and Demand,-0.8592966,0.00031,0.0,0.0,0.00031,0.0,0.0
MOMR_December_2019.pdf,2019,December,World Oil Demand,-0.008287966,0.02249,0.0,0.01227,0.0,0.0,0.0
MOMR_December_2019.pdf,2019,December,World Oil Supply,0.21738134,0.00247,0.00274,0.00046,0.00283,0.00027,0.00018
MOMR_December_2019.pdf,2019,December,Product Markets and Refining Operations,0.50000006,0.0,0.0,0.0,0.0,0.00309,0.0
MOMR_December_2019.pdf,2019,December,Balance of Supply and Demand,-0.6448048,0.00032,0.0,0.0,0.0,0.0,0.0
MOMR_January_2020.pdf,2020,January,World Oil Demand,0.39923745,0.00375,0.00749,0.00187,0.00749,0.0,0.0
MOMR_January_2020.pdf,2020,January,World Oil Supply,0.25039697,0.00278,0.00259,0.00074,0.00241,9e-05,0.00028
MOMR_January_2020.pdf,2020,January,Product Markets and Refining Operations,-2.0220268e-05,0.00337,0.0,0.0,0.0,0.00337,0.00337
MOMR_January_2020.pdf,2020,January,Balance of Supply and Demand,-0.751842,0.0003,0.0003,0.0,0.0003,0.0,0.0
MOMR_February_2020.pdf,2020,February,World Oil Demand,0.658233,0.01055,0.00264,0.00792,0.00264,0.0,0.0
MOMR_February_2020.pdf,2020,February,World Oil Supply,0.21784101,0.00311,0.00393,0.00037,0.00384,0.00018,0.00027
MOMR_February_2020.pdf,2020,February,Product Markets and Refining Operations,0.33319405,0.0,0.00251,0.0,0.00251,0.00251,0.0
MOMR_February_2020.pdf,2020,February,Balance of Supply and Demand,-0.60207963,0.00061,0.0,0.00031,0.0,0.0,0.0
MOMR_March_2020.pdf,2020,March,World Oil Demand,0.9404168,0.02188,0.00656,0.01313,0.00656,0.0,0.00438
MOMR_March_2020.pdf,2020,March,World Oil Supply,0.20721245,0.00189,0.00378,0.00027,0.00387,0.00018,9e-05
MOMR_March_2020.pdf,2020,March,Product Markets and Refining Operations,0.68841106,0.00285,0.00285,0.0,0.00285,0.0,0.00285
MOMR_March_2020.pdf,2020,March,Balance of Supply and Demand,-0.63424647,0.00074,0.00037,0.00037,0.00037,0.0,0.0
MOMR_April_2020.pdf,2020,April,World Oil Demand,0.017316988,0.00655,0.00982,0.00164,0.00982,0.0,0.00327
MOMR_April_2020.pdf,2020,April,World Oil Supply,0.3955478,0.00287,0.00417,0.00043,0.00356,0.00052,0.00017
MOMR_April_2020.pdf,2020,April,Product Markets and Refining Operations,-0.03930982,0.0018,0.0,0.0,0.0018,0.0018,0.0018
MOMR_April_2020.pdf,2020,April,Balance of Supply and Demand,-0.68433076,0.00061,0.0003,0.0003,0.0003,0.0,0.0
MOMR_May_2020.pdf,2020,May,World Oil Demand,0.045306787,0.00281,0.01685,0.0,0.01404,0.0,0.00281
MOMR_May_2020.pdf,2020,May,World Oil Supply,0.08473019,0.0022,0.00316,0.00048,0.00364,0.0001,0.0001
MOMR_May_2020.pdf,2020,May,Product Markets and Refining Operations,0.015459182,0.00377,0.0,0.0,0.00377,0.0,0.0
MOMR_May_2020.pdf,2020,May,Balance of Supply and Demand,-0.61059016,0.00061,0.0003,0.0003,0.0003,0.0,0.0
MOMR_June_2020.pdf,2020,June,World Oil Demand,0.5999938,0.0,0.02386,0.0,0.0159,0.0,0.0
MOMR_June_2020.pdf,2020,June,World Oil Supply,0.26861364,0.00149,0.00348,0.0006,0.00378,0.0002,0.0002
MOMR_June_2020.pdf,2020,June,Product Markets and Refining Operations,0.21798897,0.0,0.00629,0.0,0.00839,0.0,0.0
MOMR_June_2020.pdf,2020,June,Balance of Supply and Demand,-0.57877856,0.00059,0.0003,0.0003,0.0003,0.0,0.0
MOMR_July_2020.pdf,2020,July,World Oil Demand,0.333585,0.01711,0.00489,0.00489,0.00733,0.0,0.0
MOMR_July_2020.pdf,2020,July,World Oil Supply,0.1632603,0.00221,0.00271,0.0008,0.00342,0.0002,0.0002
MOMR_July_2020.pdf,2020,July,Product Markets and Refining Operations,-0.19745061,0.0,0.00235,0.00235,0.00235,0.0,0.0
MOMR_July_2020.pdf,2020,July,Balance of Supply and Demand,-0.8022312,0.00063,0.00031,0.0,0.00031,0.0,0.0
MOMR_August_2020.pdf,2020,August,World Oil Demand,0.3725032,0.01374,0.00305,0.00611,0.00305,0.0,0.0
MOMR_August_2020.pdf,2020,August,World Oil Supply,0.20079485,0.00167,0.00314,0.00079,0.00402,0.0001,0.0002
MOMR_August_2020.pdf,2020,August,Product Markets and Refining Operations,0.30991554,0.00386,0.00193,0.00193,0.00579,0.0,0.0
MOMR_August_2020.pdf,2020,August,Balance of Supply and Demand,-0.653787,0.00062,0.0,0.0,0.0,0.0,0.0
MOMR_September_2020.pdf,2020,September,World Oil Demand,0.22892103,0.01224,0.00612,0.00408,0.00408,0.0,0.00204
MOMR_September_2020.pdf,2020,September,World Oil Supply,0.17076,0.00189,0.00298,0.0007,0.00348,0.0001,0.0006
MOMR_September_2020.pdf,2020,September,Product Markets and Refining Operations,0.57640857,0.00191,0.00382,0.0,0.00765,0.0,0.00191
MOMR_September_2020.pdf,2020,September,Balance of Supply and Demand,-0.61044246,0.00061,0.0,0.0,0.0,0.0,0.0
MOMR_October_2020.pdf,2020,October,World Oil Demand,0.47042876,0.00637,0.00318,0.00637,0.00318,0.0,0.0
MOMR_October_2020.pdf,2020,October,World Oil Supply,0.1665605,0.0022,0.00249,0.00048,0.00316,0.0001,0.00029
MOMR_October_2020.pdf,2020,October,Product Markets and Refining Operations,0.556977,0.0,0.0,0.0,0.0,0.0,0.0
MOMR_October_2020.pdf,2020,October,Balance of Supply and Demand,-0.66058505,0.00052,0.0,0.0,0.0,0.0,0.0
MOMR_November_2020.pdf,2020,November,World Oil Demand,0.39511418,0.00176,0.01764,0.00176,0.0194,0.0,0.00176
MOMR_November_2020.pdf,2020,November,World Oil Supply,0.19438584,0.00229,0.00391,0.00057,0.00486,0.00048,0.00029
MOMR_November_2020.pdf,2020,November,Product Markets and Refining Operations,0.572763,0.002,0.002,0.0,0.00601,0.0,0.0
MOMR_November_2020.pdf,2020,November,Balance of Supply and Demand,-0.7242282,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_December_2020.pdf,2020,December,World Oil Demand,-0.11383552,0.00872,0.00291,0.00291,0.00291,0.0,0.0
MOMR_December_2020.pdf,2020,December,World Oil Supply,0.15999058,0.00193,0.00299,0.00077,0.00299,0.00048,0.00029
MOMR_December_2020.pdf,2020,December,Product Markets and Refining Operations,0.6403589,0.0,0.00449,0.0,0.00449,0.0,0.00225
MOMR_December_2020.pdf,2020,December,Balance of Supply and Demand,-0.7531515,0.00054,0.0,0.0,0.0,0.0,0.0
MOMR_January_2021.pdf,2021,January,World Oil Demand,0.49994183,0.0,0.0,0.00833,0.0,0.0,0.0
MOMR_January_2021.pdf,2021,January,World Oil Supply,0.10408807,0.00244,0.00226,0.00054,0.00244,0.00018,0.00036
MOMR_January_2021.pdf,2021,January,Product Markets and Refining Operations,0.50770575,0.00488,0.00163,0.00163,0.00325,0.0,0.00163
MOMR_January_2021.pdf,2021,January,Balance of Supply and Demand,-0.9906832,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_February_2021.pdf,2021,February,World Oil Demand,1.7859338e-06,0.00833,0.0,0.01667,0.0,0.0,0.0
MOMR_February_2021.pdf,2021,February,World Oil Supply,0.19245669,0.00238,0.00277,0.00067,0.00324,0.00057,0.00048
MOMR_February_2021.pdf,2021,February,Product Markets and Refining Operations,0.063525654,0.00508,0.00339,0.0,0.00339,0.0,0.0
MOMR_February_2021.pdf,2021,February,Balance of Supply and Demand,-0.84870607,0.00052,0.0,0.0,0.0,0.0,0.0
MOMR_March_2021.pdf,2021,March,World Oil Demand,-0.6668761,0.00529,0.0,0.00529,0.0,0.0,0.0
MOMR_March_2021.pdf,2021,March,World Oil Supply,0.23676313,0.00163,0.00249,0.00057,0.00268,0.00038,0.00019
MOMR_March_2021.pdf,2021,March,Product Markets and Refining Operations,0.47854438,0.00407,0.00407,0.00203,0.00407,0.0,0.0
MOMR_March_2021.pdf,2021,March,Balance of Supply and Demand,-0.5643083,0.00052,0.0,0.0,0.0,0.0,0.0
MOMR_April_2021.pdf,2021,April,World Oil Demand,0.39994082,0.00348,0.0087,0.00174,0.00522,0.0,0.0
MOMR_April_2021.pdf,2021,April,World Oil Supply,0.21984114,0.00136,0.00209,0.00063,0.00227,0.00018,0.00018
MOMR_April_2021.pdf,2021,April,Product Markets and Refining Operations,0.3559416,0.00172,0.00172,0.00172,0.00172,0.0,0.0
MOMR_April_2021.pdf,2021,April,Balance of Supply and Demand,-0.5390893,0.00052,0.0,0.0,0.0,0.0,0.0
MOMR_May_2021.pdf,2021,May,World Oil Demand,0.60192853,0.00219,0.00658,0.0,0.00877,0.0,0.0
MOMR_May_2021.pdf,2021,May,World Oil Supply,0.28828797,0.00147,0.00193,0.00083,0.00202,9e-05,0.00028
MOMR_May_2021.pdf,2021,May,Product Markets and Refining Operations,0.38836735,0.0,0.0,0.0,0.0,0.0,0.0
MOMR_May_2021.pdf,2021,May,Balance of Supply and Demand,-0.52963257,0.00051,0.0,0.0,0.0,0.0,0.0
MOMR_June_2021.pdf,2021,June,World Oil Demand,-0.20198102,0.01092,0.00655,0.00437,0.00655,0.0,0.0
MOMR_June_2021.pdf,2021,June,World Oil Supply,0.2369414,0.00217,0.00217,0.00094,0.00198,0.0,0.00019
MOMR_June_2021.pdf,2021,June,Product Markets and Refining Operations,0.65347314,0.00341,0.00171,0.0,0.00171,0.0,0.0
MOMR_June_2021.pdf,2021,June,Balance of Supply and Demand,-0.98234034,0.00052,0.0,0.0,0.0,0.0,0.0
MOMR_July_2021.pdf,2021,July,World Oil Demand,8.7847e-08,0.04032,0.0,0.01613,0.0,0.0,0.0
MOMR_July_2021.pdf,2021,July,World Oil Supply,0.1576462,0.00232,0.00134,0.00089,0.00125,0.0,0.00027
MOMR_July_2021.pdf,2021,July,Product Markets and Refining Operations,0.18340948,0.0019,0.0038,0.0019,0.0057,0.0,0.0
MOMR_July_2021.pdf,2021,July,Balance of Supply and Demand,-0.8007946,0.00057,0.0,0.0,0.0,0.0,0.0
MOMR_August_2021.pdf,2021,August,World Oil Demand,-0.3336432,0.01389,0.0,0.00556,0.0,0.0,0.0
MOMR_August_2021.pdf,2021,August,World Oil Supply,0.34140497,0.00206,0.00153,0.00099,0.00197,0.00018,0.00027
MOMR_August_2021.pdf,2021,August,Product Markets and Refining Operations,0.35822326,0.0,0.00194,0.0,0.00194,0.0,0.00194
MOMR_August_2021.pdf,2021,August,Balance of Supply and Demand,-0.6117086,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_September_2021.pdf,2021,September,World Oil Demand,-0.2503932,0.01985,0.0,0.00744,0.0,0.0,0.0
MOMR_September_2021.pdf,2021,September,World Oil Supply,0.2766537,0.0022,0.00093,0.00101,0.00093,0.00034,8e-05
MOMR_September_2021.pdf,2021,September,Product Markets and Refining Operations,0.12123865,0.00177,0.0,0.0,0.00177,0.0,0.0
MOMR_September_2021.pdf,2021,September,Balance of Supply and Demand,-0.91091365,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_October_2021.pdf,2021,October,World Oil Demand,-0.333321,0.02357,0.00337,0.0101,0.00337,0.0,0.0
MOMR_October_2021.pdf,2021,October,World Oil Supply,0.23637323,0.00134,0.00161,0.00063,0.00188,0.00045,0.00054
MOMR_October_2021.pdf,2021,October,Product Markets and Refining Operations,0.5975267,0.00362,0.00181,0.00181,0.0,0.00181,0.00362
MOMR_October_2021.pdf,2021,October,Balance of Supply and Demand,-0.9364768,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_November_2021.pdf,2021,November,World Oil Demand,-0.00065131934,0.02091,0.0,0.01045,0.0,0.0,0.0
MOMR_November_2021.pdf,2021,November,World Oil Supply,0.18357292,0.00184,0.00167,0.0007,0.00158,0.00035,9e-05
MOMR_November_2021.pdf,2021,November,Product Markets and Refining Operations,0.24912927,0.0,0.00191,0.0,0.00191,0.00191,0.0
MOMR_November_2021.pdf,2021,November,Balance of Supply and Demand,-0.5510328,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_December_2021.pdf,2021,December,World Oil Demand,-0.027556444,0.00682,0.00227,0.00682,0.00227,0.0,0.0
MOMR_December_2021.pdf,2021,December,World Oil Supply,0.3306087,0.00246,0.00146,0.00164,0.00137,0.00036,0.00064
MOMR_December_2021.pdf,2021,December,Product Markets and Refining Operations,0.7627069,0.00535,0.00178,0.00535,0.00178,0.00178,0.00178
MOMR_December_2021.pdf,2021,December,Balance of Supply and Demand,-0.94326174,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_January_2022.pdf,2022,January,World Oil Demand,0.05440805,0.0155,0.00775,0.00388,0.00775,0.0,0.0
MOMR_January_2022.pdf,2022,January,World Oil Supply,0.27245986,0.00186,0.00159,0.00133,0.00204,0.00035,0.0
MOMR_January_2022.pdf,2022,January,Product Markets and Refining Operations,0.47568646,0.00153,0.00153,0.00153,0.00153,0.0,0.0
MOMR_January_2022.pdf,2022,January,Balance of Supply and Demand,-0.83720714,0.00053,0.0,0.0,0.0,0.0,0.0
MOMR_February_2022.pdf,2022,February,World Oil Demand,-0.3333247,0.01093,0.0,0.00546,0.0,0.0,0.0
MOMR_February_2022.pdf,2022,February,World Oil Supply,0.23728505,0.00175,0.00166,0.00079,0.00192,0.00017,0.00017
MOMR_February_2022.pdf,2022,February,Product Markets and Refining Operations,0.4214971,0.00172,0.00172,0.00172,0.00344,0.0,0.0
MOMR_February_2022.pdf,2022,February,Balance of Supply and Demand,-0.80513906,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_March_2022.pdf,2022,March,World Oil Demand,-0.19941244,0.00926,0.0,0.00185,0.0,0.0,0.0
MOMR_March_2022.pdf,2022,March,World Oil Supply,0.19538721,0.00205,0.00177,0.00075,0.00205,0.00028,0.00019
MOMR_March_2022.pdf,2022,March,Product Markets and Refining Operations,0.5952064,0.00188,0.00188,0.00188,0.00188,0.0,0.0
MOMR_March_2022.pdf,2022,March,Balance of Supply and Demand,-0.9977602,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_April_2022.pdf,2022,April,World Oil Demand,-0.20383993,0.01597,0.00798,0.01397,0.00599,0.0,0.0
MOMR_April_2022.pdf,2022,April,World Oil Supply,0.24202697,0.00281,0.00114,0.00123,0.00114,0.00018,0.00018
MOMR_April_2022.pdf,2022,April,Product Markets and Refining Operations,0.25543085,0.00207,0.00207,0.00207,0.00207,0.0,0.0
MOMR_April_2022.pdf,2022,April,Balance of Supply and Demand,-0.91171855,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_May_2022.pdf,2022,May,World Oil Demand,-0.33323014,0.03089,0.00386,0.00386,0.00386,0.0,0.0
MOMR_May_2022.pdf,2022,May,World Oil Supply,0.15639584,0.0021,0.00096,0.00113,0.00087,0.00052,0.00017
MOMR_May_2022.pdf,2022,May,Product Markets and Refining Operations,0.32756835,0.00331,0.0,0.00166,0.00166,0.00331,0.0
MOMR_May_2022.pdf,2022,May,Balance of Supply and Demand,-0.9988016,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_June_2022.pdf,2022,June,World Oil Demand,-0.1999347,0.02103,0.0,0.00701,0.0,0.0,0.0
MOMR_June_2022.pdf,2022,June,World Oil Supply,0.2524421,0.00284,0.0008,0.00071,0.00106,9e-05,0.00027
MOMR_June_2022.pdf,2022,June,Product Markets and Refining Operations,0.49467215,0.0063,0.0,0.00157,0.0,0.00157,0.0
MOMR_June_2022.pdf,2022,June,Balance of Supply and Demand,-0.99951905,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_July_2022.pdf,2022,July,World Oil Demand,-6.867533e-08,0.02326,0.0,0.0,0.0,0.0,0.0
MOMR_July_2022.pdf,2022,July,World Oil Supply,0.28320673,0.00205,0.00159,0.00065,0.00149,0.00037,0.00028
MOMR_July_2022.pdf,2022,July,Product Markets and Refining Operations,0.5568404,0.01134,0.00189,0.00189,0.0,0.0,0.0
MOMR_July_2022.pdf,2022,July,Balance of Supply and Demand,-0.8068277,0.00057,0.0,0.0,0.0,0.0,0.0
MOMR_August_2022.pdf,2022,August,World Oil Demand,-0.16666177,0.03206,0.0,0.01679,0.0,0.0,0.0
MOMR_August_2022.pdf,2022,August,World Oil Supply,0.2616489,0.00153,0.00144,0.00067,0.00144,0.00019,0.00067
MOMR_August_2022.pdf,2022,August,Product Markets and Refining Operations,0.51667804,0.0016,0.0016,0.0016,0.0016,0.0,0.0
MOMR_August_2022.pdf,2022,August,Balance of Supply and Demand,-0.8646368,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_September_2022.pdf,2022,September,World Oil Demand,0.003994664,0.04321,0.0,0.02469,0.0,0.0,0.0
MOMR_September_2022.pdf,2022,September,World Oil Supply,0.24795935,0.00152,0.00237,0.00066,0.00228,0.00019,0.00019
MOMR_September_2022.pdf,2022,September,Product Markets and Refining Operations,0.69663286,0.00338,0.00507,0.0,0.00338,0.00169,0.0
MOMR_September_2022.pdf,2022,September,Balance of Supply and Demand,-0.99994916,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_October_2022.pdf,2022,October,World Oil Demand,-3.3181612e-07,0.02617,0.00374,0.00935,0.00374,0.0,0.0
MOMR_October_2022.pdf,2022,October,World Oil Supply,0.1659526,0.00091,0.0021,0.00037,0.0022,0.0,0.00046
MOMR_October_2022.pdf,2022,October,Product Markets and Refining Operations,0.2186363,0.00318,0.0,0.00159,0.0,0.0,0.0
MOMR_October_2022.pdf,2022,October,Balance of Supply and Demand,-0.71624184,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_November_2022.pdf,2022,November,World Oil Demand,-1.1945953e-06,0.04724,0.0,0.02362,0.0,0.0,0.0
MOMR_November_2022.pdf,2022,November,World Oil Supply,0.13847427,0.00074,0.00193,0.00074,0.00203,0.00018,0.00064
MOMR_November_2022.pdf,2022,November,Product Markets and Refining Operations,0.28439873,0.00144,0.00432,0.00432,0.00432,0.0,0.0
MOMR_November_2022.pdf,2022,November,Balance of Supply and Demand,-0.6717846,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_December_2022.pdf,2022,December,World Oil Demand,-1.1164293e-07,0.02331,0.00233,0.00932,0.00233,0.00233,0.0
MOMR_December_2022.pdf,2022,December,World Oil Supply,0.08889433,0.00121,0.00093,0.00084,0.00074,0.00019,0.00065
MOMR_December_2022.pdf,2022,December,Product Markets and Refining Operations,0.49646974,0.0,0.00164,0.00493,0.00164,0.0,0.00164
MOMR_December_2022.pdf,2022,December,Balance of Supply and Demand,-0.9998306,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_January_2023.pdf,2023,January,World Oil Demand,-0.14281528,0.02819,0.0,0.00663,0.0,0.0,0.0
MOMR_January_2023.pdf,2023,January,World Oil Supply,0.10871721,0.0017,0.00179,0.00123,0.0017,0.0,0.00038
MOMR_January_2023.pdf,2023,January,Product Markets and Refining Operations,0.5844899,0.00469,0.00469,0.00781,0.00469,0.0,0.00156
MOMR_January_2023.pdf,2023,January,Balance of Supply and Demand,-0.89413226,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_February_2023.pdf,2023,February,World Oil Demand,-0.47563508,0.02646,0.0,0.01587,0.0,0.0,0.0
MOMR_February_2023.pdf,2023,February,World Oil Supply,0.10366496,0.00074,0.00279,0.00019,0.00288,0.00047,0.00037
MOMR_February_2023.pdf,2023,February,Product Markets and Refining Operations,0.56748134,0.0,0.00421,0.0,0.00421,0.00281,0.0014
MOMR_February_2023.pdf,2023,February,Balance of Supply and Demand,-0.8103695,0.00027,0.0,0.0,0.0,0.0,0.0
MOMR_March_2023.pdf,2023,March,World Oil Demand,-0.24973461,0.01096,0.00439,0.00439,0.00439,0.0,0.0
MOMR_March_2023.pdf,2023,March,World Oil Supply,0.08086328,0.00126,0.00207,0.00036,0.00207,9e-05,0.00045
MOMR_March_2023.pdf,2023,March,Product Markets and Refining Operations,0.67533016,0.0,0.00161,0.0,0.00161,0.00161,0.0
MOMR_March_2023.pdf,2023,March,Balance of Supply and Demand,-0.98506576,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_April_2023.pdf,2023,April,World Oil Demand,-0.24999967,0.02762,0.0,0.00276,0.0,0.0,0.0
MOMR_April_2023.pdf,2023,April,World Oil Supply,0.03856742,0.00089,0.00232,0.00045,0.00232,0.00063,0.00045
MOMR_April_2023.pdf,2023,April,Product Markets and Refining Operations,0.34613734,0.00352,0.00528,0.0,0.00528,0.00176,0.0
MOMR_April_2023.pdf,2023,April,Balance of Supply and Demand,-0.997908,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_June_2023.pdf,2023,June,World Oil Demand,-0.33321628,0.0297,0.0,0.0066,0.0,0.0,0.0
MOMR_June_2023.pdf,2023,June,World Oil Supply,0.10063068,0.00083,0.00138,0.00046,0.00175,0.00046,0.00028
MOMR_June_2023.pdf,2023,June,Product Markets and Refining Operations,0.17505045,0.0,0.0034,0.0,0.0034,0.0,0.0
MOMR_June_2023.pdf,2023,June,Balance of Supply and Demand,-0.89553547,0.00026,0.0,0.0,0.0,0.0,0.0
momr-june-2023.pdf,2023,June,World Oil Demand,-0.33321628,0.0297,0.0,0.0066,0.0,0.0,0.0
momr-june-2023.pdf,2023,June,World Oil Supply,0.10063068,0.00083,0.00138,0.00046,0.00175,0.00046,0.00028
momr-june-2023.pdf,2023,June,Product Markets and Refining Operations,0.17505045,0.0,0.0034,0.0,0.0034,0.0,0.0
momr-june-2023.pdf,2023,June,Balance of Supply and Demand,-0.89553547,0.00026,0.0,0.0,0.0,0.0,0.0
MOMR_July_2023.pdf,2023,July,World Oil Demand,-0.20005178,0.02688,0.00358,0.01075,0.00358,0.0,0.0
MOMR_July_2023.pdf,2023,July,World Oil Supply,0.058595825,0.00179,0.00143,0.00072,0.00143,0.00018,0.00027
MOMR_July_2023.pdf,2023,July,Product Markets and Refining Operations,0.50440085,0.0,0.00437,0.0,0.00437,0.0,0.0
MOMR_July_2023.pdf,2023,July,Balance of Supply and Demand,-0.7565155,0.00028,0.0,0.0,0.0,0.0,0.0
